PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: Kyndryl Brasil | Partner Engineer: Thiago da Ponte | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 24 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
KYNKPIEA8,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-28,8.0,28.0,+20.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMTFPG0,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-28,17.0,22.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNEMPTD3,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-28,14.0,29.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAVBQE5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-28,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPBA0S0,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-28,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDTWOR7,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,August,2026-08-28,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNPVJDN0,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,August,2026-08-28,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPBA0S0,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-28,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNBETVC3,Security,Cloud Security,Tier 4 ➔ Tier 3,August,2026-08-28,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMNZXV4,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,August,2026-08-30,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSUXYB5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-30,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDSCIC2,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-30,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDTWOR7,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 2 ➔ Tier 1,August,2026-08-30,44.0,54.0,+10.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNMJWMY2,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,August,2026-08-30,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAGTAM5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-30,5.0,25.0,+20.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDTWOR7,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,August,2026-08-30,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNYIZAW9,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-30,16.0,21.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNHPWJA9,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-30,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCCCYT5,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,August,2026-08-30,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNFF2X31,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-30,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCCCYT5,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,August,2026-08-30,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNPVJDN0,Infrastructure Modernization,Google Distributed Cloud,Tier 4 ➔ Tier 3,August,2026-08-30,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRCDHG6,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,August,2026-08-31,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNYTXOM3,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-31,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNBETVC3,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-31,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDGVKH4,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,August,2026-08-31,12.0,22.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNKSICR3,Artificial Intelligence,GECX - CX Agent Studio,Tier 4 ➔ Tier 3,September,2026-09-01,19.0,34.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSAMSW3,Artificial Intelligence,GECX - CX Agent Studio,Tier 4 ➔ Tier 3,September,2026-09-01,17.0,27.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJSFNV3,Artificial Intelligence,GECX - CX Agent Studio,Tier 4 ➔ Tier 3,September,2026-09-01,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMTWFE4,Artificial Intelligence,GECX - CX Agent Studio,Tier 4 ➔ Tier 3,September,2026-09-01,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPG3BT0,Artificial Intelligence,GECX - CX Agent Studio,Tier 4 ➔ Tier 3,September,2026-09-01,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMTEMB0,Artificial Intelligence,GECX - CX Agent Studio,Tier 4 ➔ Tier 3,September,2026-09-01,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNACANF7,Artificial Intelligence,GECX - CX Agent Studio,Tier 4 ➔ Tier 3,September,2026-09-01,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPTLTP6,Artificial Intelligence,GECX - CX Agent Studio,Tier 4 ➔ Tier 3,September,2026-09-01,19.0,34.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSZEZ0,Artificial Intelligence,GECX - CX Agent Studio,Tier 4 ➔ Tier 3,September,2026-09-01,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFBCJC6,Artificial Intelligence,GECX - CX Agent Studio,Tier 3 ➔ Tier 2,September,2026-09-01,24.0,39.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNPLNLB3,Artificial Intelligence,GECX - CX Agent Studio,Tier 4 ➔ Tier 3,September,2026-09-01,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRIINK5,Artificial Intelligence,GECX - CX Agent Studio,Tier 4 ➔ Tier 3,September,2026-09-01,17.0,32.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAHHXH7,Artificial Intelligence,GECX - CX Agent Studio,Tier 4 ➔ Tier 3,September,2026-09-01,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNUSQVA3,Data & Analytics,BigQuery,Tier 2 ➔ Tier 1,September,2026-09-01,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNBETVC3,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-01,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSKWOD9,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-01,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPSEDN6,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-01,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPWNUA5,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-02,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMDOIX5,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-03,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNACJNZ0,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,September,2026-09-03,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAJLOZ0,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-03,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNGMSP41,Application Modernization,Google Kubernetes Engine,Tier 3 ➔ Tier 2,September,2026-09-04,34.0,44.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNGMSP41,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,September,2026-09-04,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJJLEI3,Data & Analytics,Looker,Tier 4 ➔ Tier 3,September,2026-09-04,11.0,21.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJJLEI3,Data & Analytics,Dataproc,Tier 4 ➔ Tier 3,September,2026-09-04,11.0,21.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJJLEI3,Data & Analytics,Dataflow,Tier 2 ➔ Tier 1,September,2026-09-04,41.0,51.0,+10.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNGMSP41,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-04,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJJLEI3,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,September,2026-09-04,31.0,41.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNHCMUC3,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-04,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJLZKJ3,Infrastructure Modernization,SAP on Google Cloud,Tier 2 ➔ Tier 1,September,2026-09-04,39.0,59.0,+20.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNJLZKJ3,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,September,2026-09-04,49.0,59.0,+10.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNRGTBE9,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-06,14.0,29.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPWNUA5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-06,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRGTBE9,Infrastructure Modernization,Google Distributed Cloud,Tier 4 ➔ Tier 3,September,2026-09-06,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSASUN8,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-07,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRGTBE9,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-07,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPRCHB9,Workspace,Workspace,Tier 4 ➔ Tier 3,September,2026-09-08,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSRZE5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-09,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFKEMZ7,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,September,2026-09-09,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNHPWJA9,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,September,2026-09-09,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNS0290,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,September,2026-09-10,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJGDYM5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-10,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSRZE5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,September,2026-09-11,25.0,40.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSKSJN1,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,September,2026-09-11,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNKSTDZ2,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-11,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSDMEZ5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,September,2026-09-11,32.0,42.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNNS0290,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,September,2026-09-11,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSASUN8,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,September,2026-09-11,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMDOIX5,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-11,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAHHXH7,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,September,2026-09-11,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNJGMFX8,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-13,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJGMFX8,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-13,14.0,29.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJGMFX8,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-13,14.0,29.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRGTBE9,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-13,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRGTBE9,Application Modernization,Google Kubernetes Engine,Tier 3 ➔ Tier 2,September,2026-09-14,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNJDMBB2,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-14,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPSJTN3,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,September,2026-09-14,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRSMEI0,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-14,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPSJTN3,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-14,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRGTBE9,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-14,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNKSTDZ2,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,September,2026-09-15,20.0,35.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMDOIX5,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-15,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNEREWQ7,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-16,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAJLOZ0,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,September,2026-09-16,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNNSBJL4,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,September,2026-09-16,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNKYZGN7,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,September,2026-09-16,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNABNER2,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,September,2026-09-16,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCSOME0,Data & Analytics,Looker,Tier 4 ➔ Tier 3,September,2026-09-16,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMBOOI9,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-16,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSKWBQ4,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-17,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNEAIFB2,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,September,2026-09-17,5.0,25.0,+20.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSKTDM3,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-17,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRDHBL4,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-17,5.0,20.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMTFPG0,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,September,2026-09-17,32.0,42.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMTWFE4,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,September,2026-09-17,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNTAGEX9,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-17,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSBCN0,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,September,2026-09-17,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNNMIKZ0,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-17,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDPDMA0,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-17,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPG3BT0,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-17,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRASBI2,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-17,17.0,22.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCKRTP5,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-17,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNHMIXY8,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-17,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMHNVS5,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-17,16.0,21.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPSCYL4,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-17,17.0,22.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDJYWN1,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,September,2026-09-17,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSYVGG3,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-17,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNTMABI8,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-17,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNZYCBG9,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-17,17.0,22.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNZZJBB7,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-17,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMZXYZ7,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-17,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDMGJL6,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,September,2026-09-17,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNAKYMB8,Infrastructure Modernization,Google Distributed Cloud,Tier 4 ➔ Tier 3,September,2026-09-17,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNGMSP40,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,September,2026-09-17,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNCKMGC0,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-17,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRCEBP7,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-18,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPMDAB7,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-18,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFLUKR9,Application Modernization,Google Kubernetes Engine,Tier 3 ➔ Tier 2,September,2026-09-18,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSDOIP2,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-18,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDBNFI3,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-18,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSKTDM3,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,September,2026-09-18,24.0,39.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNKKDTC9,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-18,5.0,20.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRDHBL4,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,September,2026-09-18,20.0,40.0,+20.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNFLUKR9,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-18,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSVNNL2,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,September,2026-09-18,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNNSBJL4,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,September,2026-09-18,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNNSBJL4,Databases,Cloud SQL,Tier 4 ➔ Tier 3,September,2026-09-18,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRCEBP7,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-18,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSDOIP2,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-18,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFLUKR9,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,September,2026-09-18,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
